Accident Date,Accident Type
18/4/18,Collision with vehicle
18/4/18,Collision with vehicle
18/4/18,Struck Pedestrian
18/4/18,Collision with vehicle
18/4/18,Collision with vehicle
18/4/18,Collision with vehicle
18/4/18,Collision with vehicle
18/4/18,Collision with vehicle
18/4/18,Collision with a fixed object
18/4/18,Collision with vehicle
18/4/18,Collision with vehicle
18/4/18,Struck Pedestrian
18/4/18,Collision with vehicle
18/4/18,Struck Pedestrian
18/4/18,Struck Pedestrian
18/4/18,Collision with vehicle
18/4/18,Collision with vehicle
18/4/18,Collision with vehicle
18/4/18,Collision with vehicle
18/4/18,Collision with vehicle
19/4/18,Collision with vehicle
19/4/18,Collision with vehicle
19/4/18,Collision with vehicle
19/4/18,Struck Pedestrian
19/4/18,Collision with vehicle
19/4/18,Collision with vehicle
19/4/18,Collision with a fixed object
19/4/18,Collision with vehicle
19/4/18,Collision with a fixed object
19/4/18,Collision with vehicle
19/4/18,Collision with vehicle
19/4/18,Collision with vehicle
19/4/18,Struck Pedestrian
19/4/18,Collision with vehicle
19/4/18,Collision with vehicle
19/4/18,Collision with vehicle
19/4/18,Collision with vehicle
19/4/18,Collision with vehicle
19/4/18,Collision with vehicle
19/4/18,Collision with vehicle
19/4/18,Collision with vehicle
19/4/18,Collision with vehicle
19/4/18,Collision with a fixed object
19/4/18,Collision with a fixed object
19/4/18,Collision with vehicle
19/4/18,Fall from or in moving vehicle
19/4/18,Collision with vehicle
19/4/18,Collision with vehicle
19/4/18,Collision with vehicle
19/4/18,Collision with a fixed object
19/4/18,Collision with vehicle
19/4/18,Collision with vehicle
19/4/18,Collision with vehicle
19/4/18,Struck Pedestrian
19/4/18,Collision with vehicle
20/4/18,Collision with vehicle
20/4/18,Collision with vehicle
20/4/18,Collision with vehicle
20/4/18,Collision with vehicle
20/4/18,Collision with vehicle
20/4/18,Collision with a fixed object
20/4/18,Collision with vehicle
20/4/18,Collision with vehicle
20/4/18,Collision with a fixed object
20/4/18,Collision with vehicle
20/4/18,Struck Pedestrian
20/4/18,Collision with vehicle
20/4/18,Collision with some other object
20/4/18,Collision with vehicle
20/4/18,Collision with vehicle
20/4/18,Collision with vehicle
20/4/18,Collision with vehicle
20/4/18,Collision with vehicle
20/4/18,Struck Pedestrian
20/4/18,Struck Pedestrian
20/4/18,Collision with vehicle
20/4/18,Struck Pedestrian
20/4/18,Collision with vehicle
20/4/18,Struck Pedestrian
20/4/18,Collision with vehicle
20/4/18,Collision with vehicle
20/4/18,Collision with vehicle
20/4/18,Collision with vehicle
20/4/18,Collision with vehicle
20/4/18,Collision with some other object
20/4/18,Struck Pedestrian
20/4/18,Collision with vehicle
20/4/18,Collision with vehicle
20/4/18,Struck Pedestrian
20/4/18,Collision with vehicle
20/4/18,Collision with vehicle
20/4/18,Collision with vehicle
20/4/18,Collision with vehicle
21/4/18,Collision with vehicle
21/4/18,Collision with vehicle
21/4/18,Collision with vehicle
21/4/18,Collision with vehicle
21/4/18,Collision with vehicle
21/4/18,Collision with a fixed object
21/4/18,Collision with vehicle
21/4/18,Collision with vehicle
21/4/18,Struck Pedestrian
21/4/18,Collision with vehicle
21/4/18,Collision with vehicle
21/4/18,Collision with vehicle
21/4/18,Collision with a fixed object
21/4/18,Collision with vehicle
21/4/18,Collision with a fixed object
21/4/18,Collision with vehicle
21/4/18,Collision with a fixed object
21/4/18,Collision with vehicle
21/4/18,Collision with vehicle
22/4/18,Collision with a fixed object
22/4/18,Collision with a fixed object
22/4/18,Collision with vehicle
22/4/18,Collision with vehicle
22/4/18,Collision with vehicle
22/4/18,Struck Pedestrian
22/4/18,Collision with vehicle
22/4/18,Collision with vehicle
22/4/18,Collision with a fixed object
22/4/18,Collision with vehicle
22/4/18,Collision with vehicle
22/4/18,Collision with vehicle
22/4/18,Collision with vehicle
22/4/18,Collision with a fixed object
22/4/18,Collision with vehicle
22/4/18,Struck Pedestrian
23/4/18,Struck Pedestrian
23/4/18,Collision with vehicle
23/4/18,Collision with a fixed object
23/4/18,Struck Pedestrian
23/4/18,Collision with vehicle
23/4/18,Collision with vehicle
23/4/18,Collision with vehicle
23/4/18,Collision with a fixed object
23/4/18,Collision with a fixed object
23/4/18,Collision with vehicle
23/4/18,Struck Pedestrian
23/4/18,Struck Pedestrian
23/4/18,Collision with vehicle
23/4/18,Collision with vehicle
23/4/18,Collision with vehicle
23/4/18,Collision with vehicle
23/4/18,Collision with vehicle
23/4/18,Collision with vehicle
23/4/18,Struck Pedestrian
23/4/18,Collision with vehicle
23/4/18,Collision with vehicle
23/4/18,Collision with vehicle
23/4/18,Collision with vehicle
23/4/18,Collision with a fixed object
23/4/18,Collision with a fixed object
23/4/18,Collision with vehicle
23/4/18,Collision with vehicle
23/4/18,Collision with vehicle
23/4/18,Collision with vehicle
23/4/18,Collision with a fixed object
23/4/18,Collision with a fixed object
23/4/18,Collision with vehicle
24/4/18,Collision with vehicle
24/4/18,Collision with vehicle
24/4/18,Collision with vehicle
24/4/18,Collision with vehicle
24/4/18,Collision with vehicle
24/4/18,Collision with vehicle
24/4/18,Collision with vehicle
24/4/18,Collision with vehicle
24/4/18,Struck Pedestrian
24/4/18,Struck Pedestrian
24/4/18,Struck Pedestrian
24/4/18,Collision with vehicle
24/4/18,Collision with a fixed object
24/4/18,Collision with a fixed object
24/4/18,Collision with vehicle
24/4/18,Collision with vehicle
24/4/18,Collision with vehicle
24/4/18,Collision with vehicle
24/4/18,Collision with a fixed object
24/4/18,Collision with vehicle
24/4/18,Collision with vehicle
24/4/18,Collision with vehicle
24/4/18,Collision with vehicle
24/4/18,Struck Pedestrian
24/4/18,Struck Pedestrian
24/4/18,Collision with vehicle
24/4/18,Struck Pedestrian
24/4/18,Collision with vehicle
24/4/18,Collision with vehicle
24/4/18,Collision with vehicle
24/4/18,Struck Pedestrian
24/4/18,Collision with vehicle
24/4/18,Collision with vehicle
25/4/18,Fall from or in moving vehicle
25/4/18,Collision with vehicle
25/4/18,Collision with vehicle
25/4/18,Struck Pedestrian
25/4/18,Collision with vehicle
25/4/18,Collision with vehicle
25/4/18,Collision with vehicle
25/4/18,Collision with a fixed object
25/4/18,Collision with vehicle
25/4/18,Collision with vehicle
25/4/18,Collision with vehicle
25/4/18,Collision with vehicle
25/4/18,Struck Pedestrian
25/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with a fixed object
26/4/18,Collision with a fixed object
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with a fixed object
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Struck Pedestrian
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with vehicle
26/4/18,Collision with a fixed object
26/4/18,Collision with vehicle
26/4/18,Collision with a fixed object
27/4/18,Collision with a fixed object
27/4/18,Struck Pedestrian
27/4/18,Collision with vehicle
27/4/18,Collision with vehicle
27/4/18,Collision with vehicle
27/4/18,Collision with vehicle
27/4/18,Collision with vehicle
27/4/18,Collision with vehicle
27/4/18,Struck Pedestrian
27/4/18,Collision with vehicle
27/4/18,Struck Pedestrian
27/4/18,Collision with vehicle
27/4/18,Struck Pedestrian
27/4/18,Collision with vehicle
27/4/18,Collision with vehicle
27/4/18,Collision with vehicle
27/4/18,Collision with vehicle
27/4/18,Collision with vehicle
27/4/18,Struck Pedestrian
27/4/18,Struck Pedestrian
27/4/18,Collision with vehicle
27/4/18,Collision with vehicle
27/4/18,Collision with vehicle
27/4/18,Collision with vehicle
27/4/18,Collision with a fixed object
27/4/18,Collision with a fixed object
27/4/18,Collision with vehicle
27/4/18,Collision with vehicle
27/4/18,Collision with a fixed object
27/4/18,Collision with vehicle
27/4/18,Collision with vehicle
27/4/18,Collision with vehicle
28/4/18,Collision with vehicle
28/4/18,Collision with vehicle
28/4/18,Collision with vehicle
28/4/18,Collision with a fixed object
28/4/18,Collision with vehicle
28/4/18,Collision with vehicle
28/4/18,Collision with vehicle
28/4/18,Collision with vehicle
28/4/18,Collision with vehicle
28/4/18,Collision with vehicle
28/4/18,Collision with vehicle
28/4/18,Collision with vehicle
28/4/18,Collision with vehicle
28/4/18,Collision with vehicle
28/4/18,Collision with a fixed object
28/4/18,Collision with vehicle
28/4/18,Collision with vehicle
28/4/18,Collision with vehicle
28/4/18,Collision with a fixed object
28/4/18,Collision with vehicle
28/4/18,Collision with a fixed object
28/4/18,Struck Pedestrian
28/4/18,Collision with vehicle
28/4/18,Collision with a fixed object
28/4/18,Collision with vehicle
28/4/18,Collision with vehicle
28/4/18,Collision with vehicle
28/4/18,Collision with vehicle
28/4/18,Collision with vehicle
28/4/18,Collision with vehicle
29/4/18,Collision with vehicle
29/4/18,Collision with vehicle
29/4/18,Collision with a fixed object
29/4/18,Collision with vehicle
29/4/18,Collision with vehicle
29/4/18,Struck Pedestrian
29/4/18,Struck Pedestrian
29/4/18,Collision with vehicle
29/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Collision with a fixed object
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Collision with a fixed object
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Struck Pedestrian
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Collision with a fixed object
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Struck Pedestrian
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Struck Pedestrian
30/4/18,Collision with a fixed object
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Collision with a fixed object
30/4/18,Struck Pedestrian
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
30/4/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with a fixed object
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Struck Pedestrian
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
1/5/18,Collision with vehicle
2/5/18,Struck Pedestrian
2/5/18,Collision with vehicle
2/5/18,Collision with vehicle
2/5/18,Collision with vehicle
2/5/18,Collision with vehicle
2/5/18,Collision with a fixed object
2/5/18,Collision with vehicle
2/5/18,Collision with vehicle
2/5/18,Collision with vehicle
2/5/18,Collision with vehicle
2/5/18,Collision with vehicle
2/5/18,Collision with vehicle
2/5/18,Collision with vehicle
2/5/18,Collision with vehicle
2/5/18,Collision with vehicle
2/5/18,Collision with vehicle
2/5/18,Struck animal
2/5/18,Collision with vehicle
2/5/18,Collision with vehicle
2/5/18,Collision with vehicle
2/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with a fixed object
3/5/18,Collision with a fixed object
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with a fixed object
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with a fixed object
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with vehicle
3/5/18,Collision with a fixed object
3/5/18,Collision with vehicle
3/5/18,Struck Pedestrian
3/5/18,Collision with vehicle
3/5/18,Collision with a fixed object
4/5/18,Collision with vehicle
4/5/18,Collision with vehicle
4/5/18,Collision with vehicle
4/5/18,Collision with vehicle
4/5/18,Collision with a fixed object
4/5/18,Collision with vehicle
4/5/18,Collision with vehicle
4/5/18,Collision with vehicle
4/5/18,Struck Pedestrian
4/5/18,Collision with a fixed object
4/5/18,Collision with a fixed object
4/5/18,Collision with vehicle
4/5/18,Collision with vehicle
4/5/18,Struck Pedestrian
4/5/18,Collision with a fixed object
4/5/18,Collision with a fixed object
4/5/18,Collision with vehicle
4/5/18,Collision with vehicle
4/5/18,Collision with a fixed object
4/5/18,Collision with vehicle
4/5/18,Collision with vehicle
4/5/18,Collision with vehicle
4/5/18,Collision with vehicle
4/5/18,Struck Pedestrian
4/5/18,Collision with vehicle
4/5/18,Collision with vehicle
4/5/18,Collision with vehicle
4/5/18,Struck animal
4/5/18,Collision with vehicle
4/5/18,Collision with a fixed object
5/5/18,Collision with vehicle
5/5/18,Collision with vehicle
5/5/18,Collision with vehicle
5/5/18,Collision with vehicle
5/5/18,Collision with vehicle
5/5/18,Collision with a fixed object
5/5/18,Collision with vehicle
5/5/18,Collision with vehicle
